id,date,text,user,replyCount,retweetCount,likeCount,quoteCount
1352405162388844549,2021-01-21 23:58:11+00:00,Please help yourself to more free #bitcoin and #dogecoin through my pinned tweet.,0,1,1,0
1352404995853987842,2021-01-21 23:57:32+00:00,Please help yourself to more free #bitcoin and #dogecoin through my pinned tweet.,0,0,1,0
1352404849145442306,2021-01-21 23:56:57+00:00,"In #doge we trust! 

#dogecoin",1,6,19,0
1352398113210839047,2021-01-21 23:30:11+00:00,"Not after years after days you gonna regret that “why I didn’t inves in @dogecoin “
Rally about to start guys fasten your seat belt.",0,0,0,0
1352397585290432512,2021-01-21 23:28:05+00:00,Any new opinions on Doge @elonmusk  #dogecoin you thoughts are appreciated 🙂,1,0,2,0
1352396801060425728,2021-01-21 23:24:58+00:00,"CQ #dogecoin - 1/?
Around the new year I fired up a Dogecoin core instance and let it start syncing. It took weeks to get there and now that it's got a full copy of the blockchain it's using a TON of upload bandwidth suggesting there are a lot of new users coming on board too.",1,1,2,0
1352395735711399938,2021-01-21 23:20:44+00:00,I’m gonna be rich asf when Dogecoin hits 1cent,0,0,1,0
1352393889408278528,2021-01-21 23:13:24+00:00,Doge coin,0,0,0,0
1352392787434614786,2021-01-21 23:09:01+00:00,Remember that dud that bought pizza with bitcoins all he have to do was hold it for 10 years and he be set for life but now we all remember him for his stupid ass 😂😂😂😂😂😂 #Dogecoinarmy #ElonMusk #dogecoin,0,2,5,0
1352390651720179714,2021-01-21 23:00:32+00:00,"Dip in doge, now right time to buy before it spikes up again, higher than before! #doge #dogecoin #dogecointo1dollar #HODL",1,4,17,0
1352390563774029826,2021-01-21 23:00:11+00:00,#DOGECOIN y’all gotta be a LEADER NOT A FOLLOWER 😣,0,4,14,1
1352389467479232512,2021-01-21 22:55:49+00:00,"If You can keep your #Dogecoin,You will continue to dance with the bull. $DOGE will correct the mistakes of the market.",0,2,3,0
1352388061938688000,2021-01-21 22:50:14+00:00,Stop dumping your #dogecoin big things on the way 🍿🚨,2,4,13,0
1352387584224276480,2021-01-21 22:48:20+00:00,"Investing specifically in pot stocks, gambling companies, and Dogecoin is considered a diversified portfolio, right?",0,0,0,0
1352387360919588870,2021-01-21 22:47:27+00:00,Congrats to all those who are fucking this up.... how do you expect to make money if you keep selling? Hold your investment and buy more if you can.   #dogecoin,1,3,12,1
1352383372723675142,2021-01-21 22:31:36+00:00,People who are buying #dogecoin right now are going to profit insane amounts when the stimulus comes out! Holy Shit man! #dogecointo1dollar #bitcoin #crypto #Ethereum 💰💰💰,0,3,10,1
1352382288655474690,2021-01-21 22:27:18+00:00,Scammers Alert! Impersonators tell naive investors to open dual cloud mining wallets. There is no quick pathway to success. DONT LET ANYONE OPEN A WALLET FOR U. Share &amp; save someone some grief. #DOGE #DOGECOIN #bitcoin #crypto #cryptocurrency  #trading #investing #blockchain $BTC,0,0,0,0
1352380449692262405,2021-01-21 22:19:59+00:00,#dogecoin out of all the cyrptos were holding the strongest lol that’s a good sign,0,21,59,0
1352380417203085312,2021-01-21 22:19:52+00:00,mfs will put they money into dogecoin and then get do(d)ged by every bitch they try to talk to,2,0,1,0
1352380307090022401,2021-01-21 22:19:25+00:00,Anyone else worried that flare is getting a bit cocky? This stupid talk of doge coin... wtf,10,0,20,0
1352379463217127426,2021-01-21 22:16:04+00:00,"I know I’ve got to be right now, because I can’t get much wronger. #dogecoin",1,1,8,0
1352378612155035655,2021-01-21 22:12:41+00:00,u just wait dogecoin up next fr,1,0,3,0
1352377962620973057,2021-01-21 22:10:06+00:00,Stop being stupid and hold for your dear life 😂😂😂😂 #dogecoin,0,1,5,0
1352375295265959938,2021-01-21 21:59:30+00:00,That’s it I’m jumping the #bitcoin and #Ethereum ship. I’m moving all my money into #dogecoin . @elonmusk please save us all.,0,1,2,0
1352373717758865411,2021-01-21 21:53:14+00:00,It'd be great if we got dogecoin to $1+,0,0,0,0
1352363146543919105,2021-01-21 21:11:14+00:00,"Hey fam be careful out there. Somebody is shilling a DogeToken which is not #dogecoin

If something is popular enough people will seek to co-opt it!

Like bitcoin has bitcoin cash, bitcoin SV etc.

Stay safe out there and watch out for scammers!",0,2,3,0
1352361652411379714,2021-01-21 21:05:18+00:00,"GOOD TIME TO BUY #DOGECOIN $XLM $ETC !!!!!!! BUY THE DIP, GO TO THE MOON!!!!!! 🚀🚀🚀",0,4,19,1
1352360309734973440,2021-01-21 20:59:58+00:00,PSA‼️ Dogecoin is at .0085 rn,0,0,1,0
1352359988119920643,2021-01-21 20:58:41+00:00,"I knew it.... like play like play, Doge coin might get utilized ??",0,0,0,0
1352358537834471429,2021-01-21 20:52:55+00:00,Hey @joerogan what are your thoughts on $doge coin,0,0,3,0
1352356599592005633,2021-01-21 20:45:13+00:00,"Just saw a YouTube video explaining how pornhub now accepts #dogecoin as payment. 

This bitch might skyrocket after all.",3,8,20,0
1352355619999686658,2021-01-21 20:41:20+00:00,Bought some DOGE coin for shits and giggles,1,0,1,0
1352353968567930880,2021-01-21 20:34:46+00:00,"Lots of fear and anger out there in my feed. 

Are you all looking at 5min $doge charts or what? There’s a market wide pullback due to Bitcoin FUD or whatever. 

#dogecoin is holding against BTC, that’s what’s important

Money will flow into alt coins, just be patient.",1,6,10,1
