id,date,text,user,replyCount,retweetCount,likeCount,quoteCount
1345157586644062210,2021-01-01 23:58:55+00:00,#dogecoin party time 🥳,9,1,23,1
1345157468087746560,2021-01-01 23:58:26+00:00,"#5DollarDogeStimulus

Turn $5 into $1,000 #Stimulus 
1. Download Robinhood App
2. Sell (free stock)
3. Search #Crypto Buy #Dogecoin
4. Everyone Tweet @elonmusk #5DollarDogeStimulus &amp; Trends
5. Dogecoin Raises to $1 
6. $5 increases 200x to $1,000
7. Cash out &amp; Have a #Doge",1,2,7,1
1345157371899772933,2021-01-01 23:58:03+00:00,Imagine waking up to the first Saturday of 2021 with major bank all thanks to dogecoin and the help of our follow citizens of Twitter and the public 🪙💰#dogecoin #doge #robinhood #makebank #dontbeabitch #makeitrain #werich #teamwork,0,1,2,0
1345157317222944771,2021-01-01 23:57:50+00:00,2021 biggest gainer of the year will be dogecoin 🚀🚀🚀🚀,0,1,2,0
1345157296502964224,2021-01-01 23:57:45+00:00,"Dogecoin so famous in indonesia, 
#doge #dogecoin #crypto #elon #musk #elonmusk #Tesla",0,1,3,0
1345157296188489729,2021-01-01 23:57:45+00:00,"#DOGECOIN is in fire ! 😍

&amp; @elonmusk approve this message !",0,1,2,0
1345157264580222978,2021-01-01 23:57:38+00:00,Keep breaking out Doge 🐕 #dogecoin,0,1,5,0
1345157089048592386,2021-01-01 23:56:56+00:00,"Anyone knows why $DOGE (Dogecoin) is up by 14% today (as of 1/1/2021, 5:56 PM Central Time)?

#cryptocurrency #dogecoin",3,1,4,0
1345157079917617152,2021-01-01 23:56:54+00:00,My boys dogecoin going up buy now!!!!,0,1,1,0
1345156847511220225,2021-01-01 23:55:58+00:00,DogeCoin to $1 in 2021,0,1,3,0
1345156662483677190,2021-01-01 23:55:14+00:00,Dogecoin for the quick flip Lmaoo,0,0,0,0
1345156369674997760,2021-01-01 23:54:04+00:00,#dogecoin @elonmusk thank you for everything,0,3,4,0
1345155896511381507,2021-01-01 23:52:12+00:00,Wow look at doge coin go haha,0,1,1,0
1345155434773172225,2021-01-01 23:50:22+00:00,I used my stimulus check to buy #dogecoin,0,3,9,2
