id,date,text,user,replyCount,retweetCount,likeCount,quoteCount
1346607409431769088,2021-01-05 23:59:59+00:00,My stock profile pretty much is @MonsterEnergy @Tesla @elonmusk  @Bitcoin  and #Dogecoin  haha 💰💰💰💰💰💰💰💰🔒,1,0,2,0
1346607396332986372,2021-01-05 23:59:56+00:00,"0.01$ ✅  #dogecoin

HOLD YOUR",0,1,0,0
1346607303009718272,2021-01-05 23:59:34+00:00,"Let me know if you need help purchasing your first house once #dogecoin EXPLODES! 🚀🚀🌙 

I can help! #Realtor #RealEstate",0,2,3,0
1346607209459949575,2021-01-05 23:59:12+00:00,HOLD YOUR DOGE PLEASE WE CAN GET IT 0.2 BY TONIGHT !!!! #dogecoin,0,4,6,0
1346606442703413249,2021-01-05 23:56:09+00:00,HOLD YOUR DOGE !!!  #Dogecoin,0,2,5,0
1346606237891371008,2021-01-05 23:55:20+00:00,#Dogecoin #dogecointo1dollar HOLD YOUR DOGEEEEE,0,6,17,1
1346606047356739587,2021-01-05 23:54:35+00:00,make crypto great again  #dogecoin #makecryptoagain,0,3,5,0
1346606021947625472,2021-01-05 23:54:29+00:00,Let’s get #DOGECOIN to Mars before humans!! 🚀🚀 #upthepup #doge #dogecointo1dollar #DogeArmy,0,2,3,0
1346605951659380736,2021-01-05 23:54:12+00:00,Let’s bring #dogecoin to $1,1,2,6,0
1346605852841664512,2021-01-05 23:53:48+00:00,Got that @elonmusk 🤣🤣💰#dogecoin 🚀🚀🚀,0,2,6,0
1346605037292822528,2021-01-05 23:50:34+00:00,Hey @elonmusk can you talk about @dogecoin more. Hoping it starts going back up again! Thanks bro.,0,1,2,0
1346604992459919372,2021-01-05 23:50:23+00:00,HOLD IT AND DONT SELL IT AND WE CAN MAKE IT GO UP FASTER 🚀 #Dogecoin,1,0,4,0
1346604881520570370,2021-01-05 23:49:57+00:00,I know y’all on Bitcoin hard af right now but listen if you don’t hop on dogecoin you playing yourself 🤷🏾‍♂️,0,0,3,0
1346604637273681920,2021-01-05 23:48:58+00:00,#dogecoin gang about to get hella loaded let’s ride this crypto all the way baby,0,0,2,0
1346604561356607489,2021-01-05 23:48:40+00:00,im investing in Dogecoin,0,0,1,0
1346604532759977985,2021-01-05 23:48:33+00:00,Go Listen and retweet @HiRezTheRapper new song!!! #Doge #dogecoin @elonmusk @ANGELAWHITE @MrBeastYT #TikTok #Youtube,0,0,4,0
1346604528540528642,2021-01-05 23:48:32+00:00,WHY IS COKE TRENDING AND NOT  #dogecoin 🚀💸,0,0,2,0
1346604514393137154,2021-01-05 23:48:29+00:00,Daily $DOGE tweet: You did well today sweet pea. Couple pop pops over the penny! Love you more each day! #Dogecoin #cryptocurrency,0,0,4,0
1346604409724104705,2021-01-05 23:48:04+00:00,Second leg coming in this week for #dogecoin,0,0,1,0
1346604335363469314,2021-01-05 23:47:46+00:00,STOP SELLING IT AND  HOLD IT AND WE CAN ALL GET MONEY!!  #dogecoin,0,0,1,0
1346603932286672897,2021-01-05 23:46:10+00:00,I bought some doge coin just so i can day i have doge coin,0,0,0,0
1346603452378451973,2021-01-05 23:44:16+00:00,IN #DOGE I TRUST I SMELL MONEY GOT AN ELON MUSK 😂😂🔥🔥🔥🚀🚀🚀🚀@HiRezTheRapper #dogecoin,0,2,6,0
1346603422171103232,2021-01-05 23:44:09+00:00,#dogecoin beautiful movement,0,1,5,0
1346602918519029766,2021-01-05 23:42:09+00:00,LET'S GO #dogecoin,1,3,5,0
1346602825313300482,2021-01-05 23:41:46+00:00,please everyone HOLDDDD YOUR #dogecoin pleaseeeeeee to the moooooonnnnnnnnn,0,3,9,0
1346602540528508929,2021-01-05 23:40:38+00:00,#dogecoin buy this dip its about to take off 🚀🚀🚀🚀🚀🛸🛸,1,1,3,0
1346602533230268416,2021-01-05 23:40:37+00:00,Been steady buying like 15k. I think I'm crazy. Plz prove me wrong. #dogecoin,0,1,4,0
1346602524904550402,2021-01-05 23:40:35+00:00,Set your sights much higher. Lets get #dogecoin to .50 cent 🤤 than next to $1,0,2,0,0
1346602373574250497,2021-01-05 23:39:59+00:00,Open up your lady a #robinhood account and buy her some #stocks and #dogecoin fr 💰 🚀🚀,0,1,4,0
1346602371636469761,2021-01-05 23:39:58+00:00,Is this .0098 the new resistance #dogecoin,0,1,4,0
1346601981675237382,2021-01-05 23:38:25+00:00,Every single time #Dogecoin hits .01 Robinhood goes down or something happens with the pricing... idk if it’s just me but that’s sketchy 😤,1,1,9,0
