id,date,text,user,replyCount,retweetCount,likeCount,quoteCount
1348418201328222215,2021-01-10 23:55:26+00:00,Ok @elonmusk you are super duper rich! How's about helping the rest of us out who bought Dogecoin! Just keep mentioning it.  That will help. Then we can all afford a new Tesla.,0,0,1,0
1348418124249321472,2021-01-10 23:55:07+00:00,I put everything I have into dogecoin,0,0,2,0
1348415849632124928,2021-01-10 23:46:05+00:00,Hey @elonmusk will the vending machines on mars take #dogecoin,1,7,33,2
1348415481384984576,2021-01-10 23:44:37+00:00,Guys invest in dogecoin now it’ll be worth 38000 USD in no time please god please,0,0,3,0
1348414922066161665,2021-01-10 23:42:24+00:00,COME ON @ELONMUSK BUY #Dogecoin  NOW!!!!!!!,1,1,0,0
1348414218320699398,2021-01-10 23:39:36+00:00,I love you like i love #dogecoin,0,2,4,0
1348413214804107271,2021-01-10 23:35:37+00:00,Just out here trying to earn that cryptocurrency... $eth $doge #dogecoin #Ethereum,0,4,14,0
1348412741711704064,2021-01-10 23:33:44+00:00,compre dogecoin,0,0,1,0
1348412530582986752,2021-01-10 23:32:54+00:00,"Jump on the #Dogecoin train before it leaves the station! Now that the integration with #Ethereum is realized, the coin’s journey to $1 is about to takeoff.",6,8,24,0
1348411882407817218,2021-01-10 23:30:19+00:00,I had a dream I bought $5000 worth of Dogecoin and it immediately crashed,1,0,0,0
1348411606703742982,2021-01-10 23:29:13+00:00,Guys please stop bothering @elonmusk to buy #Bitcoin  He is not interested! He is the King of #dogecoin and our #MemeLord,0,0,3,0
1348410520320180225,2021-01-10 23:24:54+00:00,Hey @elonmusk think #dogecoin will be worth $1 within the next two years?,0,1,6,0
1348407542960021513,2021-01-10 23:13:05+00:00,#dogecoin should still be 1 dollar,3,2,4,0
1348406418379071489,2021-01-10 23:08:36+00:00,Someone famous needs to hype up Bitcoin and dogecoin so I can sell my shit,0,0,1,0
1348406286992465925,2021-01-10 23:08:05+00:00,"good evening this is my BTC address help me fulfill my dream thank you to those who will give thank you

#BTC     #help #donate #Donations #ALTSEASON #IOTA #ETH #Ethereum #Crypto #dogecoin #cryptocurrency #Binance     #trading #LTC #affaire 

3CGCqxjKqusjtDXTmF8e2RZpbxq9HiaaFZ",0,0,0,0
1348406187566489602,2021-01-10 23:07:41+00:00,"Crypto will never be taken seriously at large aslong as coins like ""Doge Coin"" exist on exchanges
The fact that I can buy a meme coin so much easier on @binance than albeit a newer, but legit coin isnt a great thing",1,0,0,0
1348403018857734144,2021-01-10 22:55:06+00:00,"Got 20,000 dogecoin for future purposes we getting rich 6 ways",0,1,1,0
1348402999035617282,2021-01-10 22:55:01+00:00,I had a dream I was billionaire with a 5 dollar investment with (Dogecoin) it was so great,0,0,3,0
