id,date,text,user,replyCount,retweetCount,likeCount,quoteCount
1351313951502475265,2021-01-18 23:42:06+00:00,When is #dogecoin going to Mars ?@elonmusk,2,2,14,0
1351312298267332611,2021-01-18 23:35:32+00:00,Let's doge it again @dogecoin,0,0,0,0
1351308643061428228,2021-01-18 23:21:01+00:00,"Hey Vol fans, since I know you’re more than likely not gonna be spending money on Tennessee football this year, why not invest that money into cryptocurrency? #cryptocurrency #bitcoin #dogecoin #dogecointo1dollar #etherium #Litecoin #Decentraland",0,2,2,0
1351301856815968257,2021-01-18 22:54:03+00:00,. @elonmusk cant wait til you get to Texas bro. Lets $DOGE #Dogecoin sometime man!,0,5,11,0
1351300921972572160,2021-01-18 22:50:20+00:00,Just imagine if dogecoin went to $1.00 🤣🤣,0,0,2,0
1351299041712361483,2021-01-18 22:42:52+00:00,I want to buy some Dogecoin but Robinhood has been giving me trouble. Anyone can recommend any other platforms through which I can buy Dogecoin?,2,0,1,0
1351297177335721988,2021-01-18 22:35:27+00:00,"It's 2030 and $Doge coin is the world reserve, you lost all of your life savings on the biggest scam ever #XRP and everyone you know laughs at you forever. What's your next move? Ready Go!

WHAT DO YOU DO NEXT",3,0,4,0
1351297166682316801,2021-01-18 22:35:25+00:00,What do you see for the future of $DOGE ? #dogecointo1dollar #dogecoin #ALTSEASON,0,2,8,0
1351295772915085316,2021-01-18 22:29:52+00:00,Day 6... @elonmusk please make doge coin worth $1,0,0,5,0
1351292736259960839,2021-01-18 22:17:48+00:00,"This chick at work laughed at me when I told her I trade on RH, then coincidently her card declines lol so I showed her my equity in Doge coin alone and she instantly had a change of heart then ask me to join her trading group.....🖕🏾",1,0,9,0
1351292563349757952,2021-01-18 22:17:07+00:00,Who else feels the pump comin ??#DogeArmy #dogecoin #dogecointo1dollar,0,4,10,0
1351291555655659522,2021-01-18 22:13:07+00:00,If it weren’t for DogeCoin I wouldn’t be moving to where I’m moving to right now lol,0,0,2,0
1351289712632340481,2021-01-18 22:05:47+00:00,"Back in 2013, I used to mine Dogecoin occasionally for fun. Fairly confident I had some other coins too, and for all I know, I could have had a load of #Bitcoin  that I've totally forgotten about.

But I have ZERO idea where I stored it all so I'll never know.

Pain. 😥",22,12,1264,2
1351285404545273857,2021-01-18 21:48:40+00:00,"Someone give me a valid reason why #Dogecoin will be worth it in the long run. I'm not against it, but I just cant understand the value of it now and in the future",2,2,5,0
1351283912144777217,2021-01-18 21:42:44+00:00,Are you mining #dogecoin? ⛏️⛓️💰,0,0,4,0
1351283766187143168,2021-01-18 21:42:10+00:00,dogecoin,0,0,1,0
1351283225306554369,2021-01-18 21:40:01+00:00,Buy Dogecoin,0,0,1,0
1351282535742001158,2021-01-18 21:37:16+00:00,You can buy @dogecoin on @RobinhoodApp. What a joke 💩. #XRP #xlm #vechain #Algorand #ada,0,0,0,0
1351281671249780738,2021-01-18 21:33:50+00:00,Is it @dodge or @dogecoin ? 👓 lol @elonmusk,0,1,1,0
1351274719723487234,2021-01-18 21:06:13+00:00,Not being selfish... But I just want #Doge #Dogecoin to go up to at least $2,1,3,18,0
1351271571093118981,2021-01-18 20:53:42+00:00,"I'm new in all these crypto and stock investments, so since dogecoin has a unlimited supply, that mean is imposible to pass the 1 penny value or something similar am I right??
#dogecoin",1,1,3,1
1351259377206964226,2021-01-18 20:05:15+00:00,Pump dogecoin #dogecoin,0,0,0,0
1351256793339502592,2021-01-18 19:54:59+00:00,LILY INVESTED IN DOGECOIN.,0,1,3,0
1351251947735707659,2021-01-18 19:35:44+00:00,Dogecoin @MoneyMan 🤨🤨,0,0,0,0
1351250088996179969,2021-01-18 19:28:20+00:00,MLK has me at home because we have the day off work and with that being said im just home bored so lets talk!! how are you guys doing with #dogecoin ??,1,2,2,0
1351248969012281363,2021-01-18 19:23:53+00:00,For every like this tweet gets I will buy $1 worth of #dogecoin,4,4,39,1
1351248586001018880,2021-01-18 19:22:22+00:00,Everyone buy up some #DOGE #dogecoin @dogecoin,1,6,11,0
1351248170211303439,2021-01-18 19:20:43+00:00,"Such wtf. My Mind is working by Meme now. 🥸

Thanks alot $Doge.@elonmusk 

#DogeArmy 
#Dogecoin",0,1,0,0
1351247746725007371,2021-01-18 19:19:02+00:00,I actually wouldn’t mind being paid in dogecoin,0,0,0,0
1351247625970970624,2021-01-18 19:18:33+00:00,Dogecoin need to hit that slug so I can be lit 😂,0,0,0,0
1351245339135680512,2021-01-18 19:09:28+00:00,"Dogecoin is up 149% in 1 month

$9,168 buys 1M Dogecoins or 1 MDOGE",0,0,1,0
1351244596437774338,2021-01-18 19:06:31+00:00,What’s the word on dogecoin ?,0,0,0,0
1351243458149838854,2021-01-18 19:01:59+00:00,"dogecoin is gonna spike to $1, just watch",0,0,3,0
1351242996046573571,2021-01-18 19:00:09+00:00,Clearly Dogecoin has the excellent blockchain! #Stellar,0,0,0,0
1351241345873154052,2021-01-18 18:53:36+00:00,yall be talking too much bout who flipping burgers and what not ... how bout yall go flip some money and make it go up you could actually invest in dogecoin,1,0,14,0
